ID,parents,has_nurs,form,children,housing,finance,social,health,app_status
8241,1,2,3,1,3,1,3,2,0
8242,2,1,1,2,2,2,3,2,1
8243,1,2,4,3,3,2,3,3,0
8244,2,1,2,4,3,1,3,3,1
8245,1,4,1,3,1,1,3,1,0
8246,1,1,2,1,2,2,3,3,1
8247,3,2,1,2,1,1,2,2,0
8248,1,3,1,1,3,1,3,2,1
8249,1,2,2,1,1,1,1,2,1
8250,3,4,2,4,3,2,1,1,0
8251,1,1,2,2,2,2,1,3,1
8252,2,3,2,2,3,2,1,3,1
8253,3,3,1,3,3,1,3,2,0
8254,3,2,2,1,2,1,3,3,0
8255,2,1,2,3,2,2,2,2,1
8256,3,2,2,4,3,2,1,3,0
8257,1,1,3,3,1,2,2,2,1
8258,2,1,2,1,2,2,3,1,0
8259,2,4,2,2,2,2,2,1,0
8260,3,4,2,1,3,1,1,3,0
8261,3,1,3,3,1,1,2,3,1
8262,1,1,2,4,1,1,2,1,0
8263,3,3,1,1,3,2,3,1,0
8264,3,1,1,3,1,2,3,3,1
8265,1,4,1,2,2,2,2,2,1
8266,2,1,4,2,1,2,3,1,0
8267,3,2,3,1,3,1,2,3,1
8268,3,3,1,1,3,1,3,3,1
8269,1,2,1,3,1,2,2,2,0
8270,1,1,4,2,3,2,2,3,1
8271,3,1,3,4,3,2,1,3,0
8272,2,3,2,1,2,2,2,3,1
8273,1,4,1,1,1,2,1,1,0
8274,1,2,2,1,1,1,2,2,1
8275,1,1,2,2,1,2,3,1,0
8276,2,3,3,2,3,1,1,1,0
8277,3,3,1,3,1,1,2,1,0
8278,2,1,2,2,2,2,2,3,1
8279,3,4,1,4,2,1,3,2,0
8280,3,1,1,4,3,1,2,1,0
8281,3,1,3,2,1,2,2,1,0
8282,3,1,2,4,3,1,1,3,0
8283,3,2,4,1,3,2,2,1,0
8284,1,1,2,2,2,1,3,2,1
8285,3,3,4,1,1,2,3,3,1
8286,2,4,2,2,2,1,1,1,0
8287,3,2,2,1,3,2,1,1,0
8288,1,3,1,1,3,2,2,3,1
8289,3,3,4,3,1,1,1,1,0
8290,3,2,3,4,2,2,1,3,0
8291,3,4,1,2,2,1,3,2,0
8292,2,2,2,2,3,1,3,1,0
8293,3,2,1,3,3,2,3,3,0
8294,2,2,3,4,1,1,2,1,0
8295,1,1,2,2,1,1,3,2,1
8296,2,2,3,2,2,2,2,3,0
8297,3,1,4,1,1,2,2,2,0
8298,2,4,1,3,2,1,1,2,0
8299,3,2,3,1,1,1,3,1,0
8300,3,4,2,4,2,1,2,2,0
8301,2,3,3,2,1,2,3,3,1
8302,3,1,3,2,3,2,1,2,1
8303,2,2,3,4,3,2,2,2,0
8304,2,2,1,2,1,2,2,3,1
8305,2,2,2,3,2,2,1,1,0
8306,1,2,4,4,3,2,2,1,0
8307,3,4,1,4,1,1,2,2,0
8308,3,1,4,4,1,1,3,1,0
8309,1,2,1,2,1,1,1,3,0
8310,2,4,4,1,3,1,3,1,0
8311,3,4,1,1,1,2,2,2,0
8312,3,4,4,4,1,2,3,2,0
8313,2,4,1,1,1,1,1,3,1
8314,3,1,4,4,1,1,2,3,1
8315,3,1,1,3,2,1,2,3,1
8316,1,4,3,3,2,1,2,1,0
8317,1,2,2,3,3,2,1,2,0
8318,3,2,4,3,2,2,3,2,0
8319,1,2,1,1,3,2,3,2,1
8320,1,4,3,2,2,2,1,1,0
8321,3,2,1,2,2,2,3,1,0
8322,1,4,2,4,2,2,2,3,1
8323,1,3,4,3,3,2,1,2,1
8324,3,2,1,4,2,1,3,2,0
8325,1,1,1,4,1,1,2,3,1
8326,2,2,1,2,2,2,3,1,0
8327,2,2,4,3,3,2,2,1,0
8328,3,4,3,4,3,2,2,1,0
8329,1,3,3,3,1,2,1,3,1
8330,2,2,3,3,2,1,3,2,0
8331,2,3,4,3,1,1,1,1,0
8332,2,4,1,2,1,1,3,2,1
8333,1,2,1,2,3,2,3,2,0
8334,1,2,1,3,3,1,3,2,0
8335,3,4,1,2,2,2,2,2,0
8336,1,1,4,3,3,1,1,3,1
8337,2,1,2,4,1,1,3,1,0
8338,1,4,3,4,3,2,2,2,1
8339,1,1,4,4,3,1,2,1,0
8340,1,3,4,3,1,1,1,1,0
8341,3,1,3,3,2,2,2,2,0
8342,3,1,2,4,3,1,2,1,0
8343,3,2,3,1,2,1,3,2,0
8344,3,2,1,4,3,1,3,1,0
8345,2,4,2,1,2,1,3,2,0
8346,2,2,4,3,2,2,3,1,0
8347,1,3,1,3,2,1,3,1,0
8348,2,3,2,4,1,1,1,2,1
8349,2,1,3,1,2,1,1,1,0
8350,1,3,1,2,2,1,3,3,1
8351,1,1,4,1,1,1,2,2,1
8352,2,4,3,1,2,1,2,2,0
8353,1,2,2,1,3,2,2,3,1
8354,1,4,2,3,2,2,3,1,0
8355,1,1,2,4,1,1,1,1,0
8356,1,1,1,1,3,1,3,1,0
8357,1,3,1,3,1,1,3,1,0
8358,3,2,3,2,1,2,3,2,0
8359,2,2,3,3,1,2,1,3,0
8360,1,2,3,1,2,2,2,1,0
8361,3,1,1,4,3,1,1,3,0
8362,2,3,3,2,1,2,2,3,1
8363,3,2,1,2,3,2,2,2,0
8364,3,4,3,4,1,1,3,2,0
8365,3,2,1,2,1,2,3,1,0
8366,2,2,4,3,2,1,2,2,0
8367,2,2,2,3,1,2,2,2,0
8368,1,3,4,3,2,1,1,3,1
8369,2,3,3,2,2,2,2,3,1
8370,2,1,3,4,1,1,2,1,0
8371,3,1,1,4,3,1,2,3,1
8372,2,1,2,3,2,2,3,2,1
8373,1,2,2,3,2,1,3,1,0
8374,3,3,3,4,1,1,3,3,1
8375,2,1,1,4,2,1,2,3,1
8376,1,2,3,2,3,2,2,2,1
8377,1,1,4,1,1,2,2,3,1
8378,3,4,4,1,3,2,2,3,0
8379,3,3,2,3,1,2,2,3,1
8380,3,2,4,1,1,2,1,1,0
8381,1,1,3,1,2,1,1,1,0
8382,2,2,2,2,1,2,1,3,0
8383,2,1,3,4,3,1,2,1,0
8384,1,4,4,2,2,1,1,1,0
8385,1,2,1,3,1,2,2,3,0
8386,2,2,2,1,1,2,1,2,0
8387,3,2,3,3,2,2,2,3,0
8388,2,2,3,2,1,2,1,3,0
8389,2,3,3,1,1,1,2,3,1
8390,3,1,2,3,3,2,2,3,1
8391,3,1,3,3,1,1,1,2,1
8392,1,2,4,1,3,2,3,1,0
8393,2,1,2,4,2,1,1,1,0
8394,2,2,2,3,3,1,1,3,0
8395,1,1,2,4,2,1,1,2,1
8396,1,4,4,1,1,1,1,3,1
8397,3,2,4,3,1,2,2,1,0
8398,1,3,2,4,1,1,3,3,1
8399,3,2,1,1,2,2,3,1,0
8400,1,2,4,2,2,1,2,2,0
8401,3,3,2,1,1,1,1,1,0
8402,2,4,1,3,3,2,1,1,0
8403,2,2,4,1,3,1,1,2,0
8404,1,2,4,1,2,1,1,2,0
8405,2,2,3,1,3,1,2,2,0
8406,1,3,4,3,2,2,1,3,1
8407,3,2,3,1,2,2,1,2,0
8408,2,4,4,2,3,2,1,3,0
8409,3,2,1,1,3,2,2,1,0
8410,1,2,4,2,1,2,3,1,0
8411,3,2,4,2,3,2,3,1,0
8412,2,4,3,4,2,2,3,1,0
8413,1,2,3,4,2,2,3,1,0
8414,2,3,3,3,2,1,1,2,1
8415,1,4,2,2,2,2,1,3,1
8416,3,1,1,4,2,1,2,3,1
8417,2,2,4,4,2,1,2,1,0
8418,2,3,4,2,2,1,3,1,0
8419,1,2,2,4,3,2,3,3,0
8420,2,2,2,1,2,2,3,1,0
8421,3,2,1,4,1,1,3,2,0
8422,2,3,4,4,2,2,3,2,1
8423,1,1,2,4,2,2,3,3,1
8424,1,1,3,3,3,2,3,3,1
8425,1,2,2,4,3,1,3,3,1
8426,2,2,4,2,3,1,3,3,0
8427,3,2,1,3,1,1,1,1,0
8428,3,1,4,3,1,1,1,1,0
8429,1,1,2,4,1,1,3,3,1
8430,3,2,2,3,3,2,1,1,0
8431,2,3,3,3,2,1,3,3,1
8432,3,2,3,4,1,2,2,1,0
8433,2,1,1,1,3,2,3,3,1
8434,3,2,4,3,2,1,3,2,0
8435,3,4,4,2,2,1,1,1,0
8436,1,4,4,2,1,1,3,3,1
8437,2,4,4,1,3,2,3,3,1
8438,1,3,2,3,1,1,3,3,1
8439,3,2,3,3,3,2,2,1,0
8440,3,2,4,1,3,1,1,1,0
8441,1,3,2,1,2,1,3,3,1
8442,2,1,1,4,1,1,2,2,1
8443,3,2,3,4,3,1,1,2,0
8444,2,2,1,2,3,2,1,2,0
8445,1,3,3,3,3,1,1,2,1
8446,3,2,2,4,2,2,2,3,0
8447,1,1,1,2,3,1,3,2,1
8448,3,4,4,2,1,2,1,1,0
8449,3,3,4,4,2,2,1,1,0
8450,2,2,2,3,2,2,3,2,0
8451,3,2,1,4,2,1,3,2,0
8452,2,1,3,2,1,1,3,1,0
8453,3,3,4,4,2,1,2,1,0
8454,2,4,4,3,3,2,3,3,1
8455,3,4,1,3,1,1,1,2,0
8456,2,2,1,2,3,2,1,1,0
8457,1,1,4,1,2,2,3,3,1
8458,3,2,1,4,1,2,2,2,0
8459,2,2,2,1,2,2,3,2,0
8460,1,1,3,1,1,1,3,1,0
8461,1,2,1,4,2,1,2,1,0
8462,1,2,3,2,1,1,1,1,0
8463,3,3,1,4,1,2,1,2,0
8464,3,4,3,4,2,2,2,1,0
8465,1,3,2,1,2,1,2,1,0
8466,1,2,4,4,2,1,1,3,0
8467,2,2,1,4,3,1,3,3,0
8468,3,2,4,2,3,2,3,3,0
8469,1,2,2,1,3,1,1,3,0
8470,2,2,3,2,3,2,2,3,1
8471,2,1,2,1,3,1,1,1,0
8472,3,1,2,1,2,1,2,3,1
8473,1,2,2,2,1,1,2,1,0
8474,2,3,4,2,1,1,2,3,1
8475,1,3,2,2,3,1,3,2,1
8476,3,2,2,3,3,1,3,1,0
8477,3,3,4,4,3,1,1,2,0
8478,1,2,1,2,2,1,3,3,0
8479,3,1,4,4,3,1,2,3,1
8480,1,4,1,1,2,2,1,3,1
8481,2,4,1,2,3,2,3,1,0
8482,1,4,4,3,3,2,2,2,1
8483,1,1,2,4,3,2,1,1,0
8484,1,1,4,2,2,1,3,1,0
8485,2,4,3,3,2,2,3,2,0
8486,1,4,2,2,1,2,2,2,1
8487,2,2,4,1,2,1,3,3,0
8488,1,2,4,3,3,1,3,3,0
8489,2,2,4,4,3,2,2,1,0
8490,3,2,1,3,3,2,1,3,0
8491,3,4,3,2,2,1,1,3,0
8492,2,3,2,4,1,2,3,1,0
8493,1,3,1,2,3,1,2,2,1
8494,1,2,2,1,1,2,2,2,0
8495,1,1,4,2,2,2,1,3,1
8496,1,1,1,1,3,2,1,1,0
8497,1,2,2,1,1,1,2,1,0
8498,3,3,2,1,3,2,2,3,1
8499,2,1,2,3,3,2,2,2,1
8500,2,4,1,1,3,1,2,1,0
8501,1,2,3,3,1,1,1,1,0
8502,1,2,3,2,3,2,1,2,0
8503,2,2,3,1,2,1,3,3,0
8504,2,4,1,1,1,1,2,1,0
8505,1,4,2,1,3,2,1,1,0
8506,2,1,4,1,2,2,3,2,1
8507,3,2,3,3,1,2,2,3,0
8508,3,4,1,2,2,1,2,3,0
8509,3,1,2,3,3,2,2,2,0
8510,3,1,2,1,1,2,3,2,1
8511,1,2,1,3,3,1,2,2,0
8512,2,2,2,3,1,2,1,1,0
8513,1,2,2,1,2,1,2,1,0
8514,3,4,3,3,3,2,3,2,0
8515,3,4,4,3,2,2,1,1,0
8516,1,2,2,4,2,1,1,2,0
8517,3,1,4,1,2,2,2,3,1
8518,2,1,3,3,3,2,2,1,0
8519,2,2,3,4,1,2,2,2,0
8520,1,2,1,3,1,2,1,1,0
8521,1,4,4,4,3,1,2,1,0
8522,2,2,1,1,1,1,1,1,0
8523,2,2,1,1,1,2,3,2,0
8524,1,2,1,2,1,2,3,3,1
8525,2,2,2,1,3,2,1,1,0
8526,1,2,3,1,1,2,2,1,0
8527,1,2,1,2,3,1,3,2,1
8528,1,3,2,2,3,2,2,3,1
8529,2,3,3,4,2,1,1,1,0
8530,2,4,1,3,1,2,2,3,1
8531,1,1,2,4,1,1,1,3,1
8532,1,1,4,2,3,1,2,3,1
8533,2,4,1,2,1,2,3,2,1
8534,2,4,2,3,2,2,3,1,0
8535,1,2,1,2,3,1,2,1,0
8536,2,3,4,1,1,1,2,1,0
8537,2,4,1,1,2,2,2,2,1
8538,2,2,3,3,3,2,2,3,0
8539,1,3,1,4,1,1,3,3,1
8540,3,4,3,1,2,2,2,2,0
8541,2,1,2,1,3,1,2,1,0
8542,1,4,3,4,2,2,3,3,1
8543,3,2,4,1,3,2,2,2,0
8544,1,4,1,2,2,2,1,1,0
8545,2,1,1,4,3,2,3,2,1
8546,2,2,1,4,3,1,2,2,0
8547,2,2,3,2,2,1,3,2,0
8548,2,1,2,1,1,1,2,2,1
8549,2,2,2,4,3,2,3,2,0
8550,3,4,3,4,2,2,3,3,0
8551,3,2,1,4,1,2,1,2,0
8552,1,1,3,3,2,2,3,2,1
8553,2,1,2,2,1,2,2,3,1
8554,3,2,1,3,1,2,2,1,0
8555,3,2,3,2,1,2,2,3,1
8556,2,2,2,2,2,2,1,3,0
8557,2,2,1,1,1,1,2,1,0
8558,3,2,2,4,3,1,1,3,0
8559,3,4,4,2,1,1,2,1,0
8560,1,3,2,4,2,2,1,1,0
8561,1,2,1,4,1,2,1,1,0
8562,2,2,3,3,1,2,1,1,0
8563,3,3,1,3,3,1,2,3,1
8564,3,4,2,3,3,2,3,1,0
8565,1,2,1,3,2,1,1,3,0
8566,2,2,3,1,2,2,1,3,0
8567,2,4,1,1,1,1,1,2,1
8568,3,2,4,1,2,1,1,1,0
8569,1,2,3,2,3,1,2,3,1
8570,2,2,1,1,2,1,1,2,0
8571,3,3,2,4,3,2,3,2,0
8572,2,2,1,2,1,1,3,3,1
8573,3,1,3,3,2,1,2,1,0
8574,3,4,1,2,3,2,3,2,0
8575,2,4,1,1,2,2,3,2,1
8576,1,3,3,1,3,2,3,2,1
8577,3,3,2,1,1,2,3,3,1
8578,1,4,4,1,2,2,3,1,0
8579,2,4,1,4,1,2,3,2,0
8580,2,4,2,1,3,2,2,3,1
8581,1,2,1,1,3,1,3,2,1
8582,3,3,4,4,2,1,3,1,0
8583,1,4,4,3,1,1,2,1,0
8584,2,1,2,1,1,2,2,3,1
8585,2,4,1,4,3,2,3,3,1
8586,1,1,3,3,1,2,2,1,0
8587,3,2,1,2,3,2,3,2,0
8588,1,3,3,3,3,1,1,1,0
8589,2,4,4,2,3,1,2,3,1
8590,1,2,2,2,2,2,1,3,0
8591,2,4,4,2,3,2,1,2,0
8592,3,4,2,4,3,1,2,1,0
8593,3,1,1,4,3,2,3,1,0
8594,2,4,1,2,1,2,1,2,1
8595,2,4,3,2,1,1,3,3,1
8596,3,2,4,3,3,2,2,3,0
8597,2,3,3,1,2,1,3,3,1
8598,1,1,3,1,3,1,3,3,1
8599,2,2,4,2,2,2,3,1,0
8600,1,1,1,1,1,1,2,3,1
8601,2,4,1,2,3,2,2,1,0
8602,2,2,4,4,2,1,2,3,0
8603,3,2,3,2,1,1,1,2,0
8604,3,2,3,4,2,2,3,3,0
8605,3,1,3,3,2,2,1,1,0
8606,1,3,3,2,3,2,1,3,1
8607,1,4,2,1,1,2,3,1,0
8608,3,4,2,4,3,1,2,2,0
8609,2,1,3,3,2,2,2,3,1
8610,3,2,1,2,2,2,1,3,0
8611,2,3,1,2,1,2,3,3,1
8612,2,1,1,2,1,2,1,1,0
8613,1,2,4,4,2,1,3,1,0
8614,1,2,4,1,1,2,3,3,1
8615,1,2,1,3,1,1,1,2,1
8616,2,3,2,4,2,2,2,3,1
8617,2,4,3,1,2,1,1,1,0
8618,3,2,2,1,1,2,2,2,0
8619,3,3,1,2,3,1,3,3,1
8620,3,2,4,2,1,1,2,3,1
8621,2,1,2,4,1,1,1,1,0
8622,3,3,1,4,2,1,2,3,1
8623,3,4,3,3,2,2,2,1,0
8624,3,2,1,3,2,2,3,3,0
8625,1,2,4,3,2,2,3,2,0
8626,2,3,4,4,1,1,3,3,1
8627,1,2,3,2,2,1,1,2,0
8628,2,2,1,2,2,1,1,3,0
8629,3,3,2,3,2,1,3,2,0
8630,3,3,1,1,3,1,1,3,1
8631,1,3,4,2,2,2,2,2,1
8632,1,3,1,1,1,2,2,3,1
8633,2,2,3,3,2,1,3,3,0
8634,3,2,2,1,2,2,2,3,0
8635,1,3,3,2,1,2,1,1,0
8636,2,2,3,1,2,2,3,2,0
8637,3,3,3,2,2,1,1,1,0
8638,2,3,3,2,2,2,1,3,1
8639,1,2,3,4,3,2,3,1,0
8640,3,4,3,3,3,2,1,1,0
8641,3,2,3,1,2,1,2,1,0
8642,3,3,4,1,2,2,3,2,0
8643,3,3,3,2,1,2,3,3,1
8644,2,2,2,2,1,1,1,3,0
8645,1,2,3,3,3,2,3,1,0
8646,1,2,2,1,3,1,3,3,1
8647,3,1,1,2,3,2,2,3,1
8648,1,2,3,3,1,1,3,1,0
8649,3,1,3,1,1,1,3,1,0
8650,2,4,1,3,3,1,1,3,0
8651,1,1,4,4,3,1,3,3,1
8652,3,2,4,3,1,2,2,3,0
8653,2,2,3,4,2,1,2,1,0
8654,3,2,3,2,1,1,3,3,1
8655,1,2,2,4,3,2,3,3,1
8656,3,4,4,3,2,2,2,2,0
8657,3,3,3,3,1,2,2,1,0
8658,2,2,3,1,3,2,1,2,0
8659,2,1,4,4,1,2,3,1,0
8660,1,2,3,1,1,1,3,3,1
8661,1,2,3,3,1,1,2,2,1
8662,2,4,2,4,1,1,2,2,1
8663,3,2,1,4,3,2,3,1,0
8664,3,3,2,1,2,1,1,3,0
8665,2,1,3,2,3,2,2,2,1
8666,2,4,1,1,1,2,1,3,1
8667,1,4,3,4,1,1,1,1,0
8668,3,2,1,1,1,2,1,1,0
8669,1,4,2,1,3,1,2,2,1
8670,1,3,1,4,2,1,1,1,0
8671,3,3,4,3,3,1,1,3,0
8672,1,1,2,2,2,1,1,3,1
8673,3,1,1,2,2,2,3,2,0
8674,3,2,4,1,3,2,2,2,0
8675,2,1,1,1,1,1,3,3,1
8676,3,1,3,1,2,2,3,1,0
8677,2,3,4,4,1,2,2,3,1
8678,2,1,4,1,3,1,1,1,0
8679,1,2,3,1,1,2,2,3,1
8680,3,2,3,1,3,2,1,3,0
8681,3,3,1,3,2,1,2,3,1
8682,1,1,4,4,3,2,2,1,0
8683,3,4,1,2,2,2,1,3,0
8684,1,2,1,1,1,1,2,2,1
8685,3,2,2,1,1,2,1,2,0
8686,2,1,2,4,2,1,2,1,0
8687,1,4,2,4,3,1,1,2,1
8688,3,2,1,4,3,2,2,3,0
8689,1,1,4,4,3,1,3,1,0
8690,2,4,4,1,3,2,3,2,0
8691,3,1,1,3,2,1,1,1,0
8692,1,2,1,1,3,2,1,1,0
8693,2,4,2,3,2,1,3,1,0
8694,3,2,2,1,1,2,1,1,0
8695,3,2,4,4,1,1,1,1,0
8696,3,4,1,3,1,1,3,1,0
8697,3,2,3,1,1,2,2,2,0
8698,1,2,3,3,3,2,3,2,0
8699,3,3,2,1,2,2,2,3,1
8700,2,4,2,3,2,1,1,3,0
8701,2,2,3,2,1,1,2,3,1
8702,2,2,2,2,3,2,3,2,0
8703,3,3,1,4,2,2,3,2,0
8704,1,2,1,4,1,2,3,1,0
8705,3,3,3,2,3,1,2,3,1
8706,1,2,1,1,1,1,3,3,1
8707,1,2,1,1,1,1,3,2,1
8708,2,1,3,2,1,2,3,3,1
8709,1,1,2,3,3,1,3,2,1
8710,1,2,1,2,1,1,1,2,0
8711,2,2,2,3,3,1,1,2,0
8712,1,2,4,1,3,2,1,2,0
8713,2,1,2,4,2,1,2,2,1
8714,3,4,4,4,3,1,2,3,0
8715,2,2,3,3,1,2,1,3,0
8716,3,3,3,2,3,1,1,3,1
8717,1,1,4,1,1,2,1,2,1
8718,3,3,4,1,1,2,3,2,0
8719,1,4,2,4,3,1,3,1,0
8720,2,4,2,3,1,2,1,3,0
8721,1,4,4,3,2,1,3,1,0
8722,3,1,2,3,1,1,3,3,1
8723,1,4,4,4,2,1,2,1,0
8724,1,4,3,3,2,1,1,1,0
8725,3,2,3,1,3,2,2,1,0
8726,2,4,2,4,3,2,1,3,0
8727,2,4,2,2,1,1,3,3,1
8728,3,1,3,4,3,2,2,2,0
8729,1,3,2,3,3,2,3,3,1
8730,3,1,1,2,1,2,3,2,1
8731,1,2,1,4,1,1,3,1,0
8732,2,2,4,2,3,2,3,3,0
8733,3,2,1,4,1,2,1,1,0
8734,2,2,4,2,2,1,2,3,0
8735,3,1,3,3,3,1,3,3,1
8736,1,4,2,3,1,1,1,1,0
8737,1,3,4,4,1,2,3,1,0
8738,2,1,2,2,3,2,2,2,1
8739,1,3,4,1,3,2,3,1,0
8740,3,2,4,3,3,2,3,1,0
8741,1,4,3,2,1,2,3,1,0
8742,3,1,1,2,3,1,1,1,0
8743,1,3,2,3,1,1,2,1,0
8744,3,3,3,2,1,1,3,2,1
8745,2,1,3,2,2,2,3,1,0
8746,1,1,2,2,2,2,2,1,0
8747,2,1,1,3,2,1,2,1,0
8748,2,4,1,3,2,1,1,1,0
8749,3,1,4,2,3,2,1,3,0
8750,3,2,2,3,1,1,1,1,0
8751,3,2,2,3,1,1,3,2,0
8752,2,1,2,1,1,2,1,1,0
8753,3,2,3,2,1,2,2,3,1
8754,2,3,1,1,1,2,1,1,0
8755,3,1,4,1,1,2,3,2,0
8756,1,1,2,3,3,1,2,3,1
8757,2,4,1,4,2,1,3,1,0
8758,3,1,4,1,3,1,3,1,0
8759,2,2,2,2,2,1,3,3,0
8760,1,2,3,4,1,1,1,3,1
8761,2,2,2,3,2,1,2,3,0
8762,3,1,1,1,1,2,2,1,0
8763,1,1,2,3,1,1,2,1,0
8764,3,2,4,1,2,1,1,3,0
8765,1,2,4,1,1,2,1,2,0
8766,2,2,4,2,1,1,1,1,0
8767,3,2,2,2,2,2,1,2,0
8768,1,2,3,2,1,1,1,3,1
8769,2,4,4,1,1,1,2,1,0
8770,3,1,4,3,2,1,3,1,0
8771,3,2,2,3,1,1,1,3,0
8772,1,2,1,1,2,2,2,2,0
8773,1,2,2,4,1,1,2,2,1
8774,1,1,1,4,3,2,2,1,0
8775,3,1,4,2,1,2,1,2,0
8776,1,2,2,2,3,2,3,1,0
8777,1,3,2,2,3,1,2,2,1
8778,2,2,4,1,3,2,1,2,0
8779,2,2,2,3,3,2,2,1,0
8780,2,4,3,1,3,1,2,3,1
8781,1,3,3,2,2,2,1,2,1
8782,1,3,3,1,2,2,3,1,0
8783,1,4,3,2,3,1,3,1,0
8784,3,4,2,4,1,2,2,1,0
8785,3,3,3,2,2,1,1,2,0
8786,1,1,3,4,1,1,1,3,1
8787,3,2,1,4,1,2,1,2,0
8788,1,1,2,3,1,2,3,1,0
8789,3,2,1,3,2,1,1,2,0
8790,1,1,4,1,2,1,2,2,1
8791,3,2,1,2,3,1,2,2,0
8792,3,2,4,1,1,1,3,1,0
8793,3,2,3,1,3,2,2,2,0
8794,2,2,2,4,3,1,3,2,0
8795,1,2,4,4,3,1,1,2,0
8796,1,3,1,3,3,2,2,2,1
8797,2,2,1,1,2,2,2,1,0
8798,2,1,1,4,1,2,3,2,1
8799,2,1,3,4,3,1,2,2,1
8800,2,1,2,3,3,1,3,2,1
8801,1,1,3,4,2,2,3,3,1
8802,2,2,1,1,3,1,3,1,0
8803,2,2,1,3,2,2,2,2,0
8804,3,3,3,4,2,2,3,3,1
8805,2,2,1,2,1,1,3,1,0
8806,3,2,4,1,2,2,1,2,0
8807,3,2,4,1,2,1,3,3,0
8808,1,2,2,3,1,2,1,1,0
8809,2,1,2,3,2,1,2,2,1
8810,1,2,2,3,3,1,3,2,0
8811,2,1,2,1,3,1,3,2,1
8812,1,1,3,3,1,1,3,1,0
8813,1,2,3,1,2,2,2,2,0
8814,2,2,2,2,2,1,3,3,0
8815,1,1,2,4,1,2,1,2,1
8816,1,2,3,2,3,2,2,3,1
8817,3,3,2,2,2,2,2,2,0
8818,1,2,2,4,1,2,1,3,0
8819,2,1,3,4,2,2,1,2,1
8820,1,4,4,1,2,2,2,3,1
8821,3,4,3,3,3,1,2,1,0
8822,1,3,4,3,3,1,1,1,0
8823,1,2,2,3,3,1,1,3,0
8824,3,2,1,1,3,2,3,3,1
8825,3,2,4,3,3,2,2,1,0
8826,3,2,4,1,2,2,3,1,0
8827,1,2,2,1,2,1,1,2,0
8828,2,3,2,2,2,2,2,2,1
8829,3,2,2,2,3,2,1,3,0
8830,1,2,4,3,3,2,3,2,0
8831,2,4,4,2,1,2,1,1,0
8832,3,1,4,2,1,1,1,1,0
8833,2,4,1,2,3,1,3,3,1
8834,1,1,1,4,2,1,3,2,1
8835,3,4,1,3,1,1,2,3,1
8836,2,2,3,3,3,1,3,2,0
8837,1,1,4,4,1,1,3,1,0
8838,3,3,1,3,3,2,1,1,0
8839,3,1,1,3,1,1,3,3,1
8840,1,2,1,4,1,1,2,3,1
8841,1,3,4,3,1,1,3,1,0
8842,1,4,3,2,1,1,1,2,1
8843,3,2,4,4,1,1,1,3,0
8844,2,2,2,2,2,1,2,3,0
8845,2,3,1,1,1,1,3,1,0
8846,2,4,3,2,1,2,1,1,0
8847,3,4,4,1,2,2,1,3,0
8848,1,2,2,3,3,1,3,1,0
8849,3,3,2,1,2,2,1,3,0
8850,2,2,1,1,2,1,3,3,1
8851,1,2,2,2,2,2,1,2,0
8852,1,4,4,2,1,2,1,1,0
8853,3,2,4,3,1,1,3,3,1
8854,2,2,1,2,3,1,1,3,0
8855,2,2,2,1,3,1,3,1,0
8856,3,3,3,1,2,1,2,2,0
8857,2,3,1,1,2,1,1,1,0
8858,2,2,3,1,2,2,2,2,0
8859,1,2,1,1,3,1,1,1,0
8860,3,1,1,3,3,1,3,2,0
8861,3,2,4,2,2,1,1,2,0
8862,3,2,1,2,3,1,1,2,0
8863,1,1,4,2,1,2,2,1,0
8864,2,3,3,2,3,2,2,1,0
8865,3,2,1,2,2,1,1,2,0
8866,1,1,4,1,2,1,1,2,1
8867,1,1,2,3,1,1,1,1,0
8868,1,2,3,2,1,1,3,2,1
8869,3,3,4,3,1,1,1,3,1
8870,3,2,1,2,2,1,3,3,0
8871,2,3,3,3,1,1,2,1,0
8872,2,1,1,2,3,2,2,2,1
8873,2,1,4,1,2,2,1,1,0
8874,2,4,3,4,2,2,1,2,0
8875,2,2,1,2,2,1,2,3,0
8876,3,2,2,4,1,1,1,2,0
8877,3,4,4,4,1,1,3,2,0
8878,2,2,1,3,2,1,2,1,0
8879,3,2,3,3,1,1,2,3,1
8880,2,2,4,3,1,1,3,1,0
8881,2,3,1,4,2,2,2,1,0
8882,3,1,4,1,3,2,1,2,0
8883,1,1,4,4,3,2,3,1,0
8884,1,1,3,4,1,2,3,1,0
8885,3,1,3,4,1,1,2,3,1
8886,3,2,3,2,2,1,2,3,0
8887,1,2,4,3,3,2,3,1,0
8888,1,1,3,3,3,2,3,2,1
8889,1,3,4,2,2,1,2,3,1
8890,1,1,4,3,1,2,1,1,0
8891,3,2,4,2,1,1,3,2,0
8892,2,3,1,2,1,2,1,2,1
8893,1,2,2,1,2,1,3,2,0
8894,1,2,4,4,1,2,1,2,0
8895,3,2,3,1,1,2,3,1,0
8896,2,3,2,4,2,1,1,1,0
8897,2,2,2,3,2,1,3,3,0
8898,1,2,4,2,1,1,2,3,1
8899,1,2,1,2,1,1,2,3,1
8900,2,1,2,4,3,2,1,2,1
8901,3,2,1,4,3,1,2,1,0
8902,3,1,1,3,2,2,3,1,0
8903,3,2,3,1,1,1,2,3,1
8904,2,2,1,2,3,2,3,2,0
8905,1,2,2,2,1,1,3,1,0
